Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AUS-BIAHPV1P-22AU000117,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1677688&_xt=AER&_xf=pdf""> AER </a>",2022-02-11 00:00:00,Veterinarian,Australia,FEMALE,Dog,Doberman Pinscher,Previcox 227 mg - Chewable tablet,"Abdominal discomfort, Duodenal ulcer, Inappetence, Peritonitis",1,1,
AUS-BIAHPV1P-22AU000490,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1731969&_xt=AER&_xf=pdf""> AER </a>",2022-05-05 00:00:00,Veterinarian,Australia,FEMALE,Dog,Shih Tzu,Previcox 57 mg - Chewable tablet,"Abdominal discomfort, Restlessness",1,1,
AUS-BIAHPV1P-22AU000580,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000008152&_xt=AER&_xf=pdf""> AER </a>",2022-06-07 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Dog (other),Previcox 227 mg - Chewable tablet,Vomiting,1,1,
AUS-BIAHPV1P-22AU000628,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000014396&_xt=AER&_xf=pdf""> AER </a>",2022-06-20 00:00:00,Other health care professional,Australia,UNKNOWN,Dog,Siberian Husky,Previcox 227 mg - Chewable tablet,"Death, Inappetence, Neutrophilia, Seizure NOS, Vomiting",1,1,1
AUS-BIAHPV1P-22AU000635,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000013547&_xt=AER&_xf=pdf""> AER </a>",2022-06-17 00:00:00,Veterinarian,Australia,FEMALE,Dog,Retriever - Labrador,"Amoxiclav 200/50 mg Tabletten für Hunde, Amoxiclav 200/50 mg tabletta kutyák és macskák részére A.U.V., Amoxiclav 40/10 mg, Amoxiclav 40/10 mg tabletta kutyák és macskák részére A.U.V., Amoxiclav 400/100 mg, Amoxiclav 400/100 mg tabletta kutyák részére A.U.V., Cerenia 10 mg/ml  - Solution for injection, Cerenia 16 mg  - Tablet, Cerenia 160 mg  - Tablet, Cerenia 24 mg  - Tablet, Cerenia 60 mg - Tablet, Combiclav Intramammary Suspension for Lactating Cows, NOROCLAV 250 mg, comprimate, NOROCLAV INJECTION, NOROCLAV injekčná suspenzia, NOROCLAV, 200/50mg, Tableta, NOROCLAV, 40/10mg, Tableta, NOROCLAV, injekcinė suspensija, Noroclav 140/35 mg/ml szuszpenziós injekció szarvasmarhák és kutyák számáraA.U.V., Noroclav 200/50 mg tablety, Noroclav 250 mg Tablets for dogs, Noroclav 250 mg tabletta kutyák részére A.U.V., Noroclav 250 mg, tabletid koertele ja kassidele, Noroclav 40/10 mg tablety, Noroclav 400/100 Ízesített tabletta kutyák részére A.U.V., Noroclav 50 mg Tablets for Dogs and Cats, Noroclav 50 mg tabletta kutyák és macskák részére A.U.V., Noroclav 50 mg, tabletid koertele ja kassidele, Noroclav 500 mg Palatable Tablets for Dogs, Noroclav 500 mg, tabletid koertele, Noroclav Injection for Cattle and Dogs, Noroclav Injection, 140 mg + 35 mg/ml süstesuspensioon veistele, Noroclav Intramammary Suspension for Lactating Cows, Noroclav Suspension zur intramammären Anwendung bei laktierenden Kühen, Noroclav suspensija ievadīšanai tesmenī laktējošām govīm, Noroclav, Injekční suspenze, Previcox 227 mg - Chewable tablet, Synuclav Suspension for Injection, Нороклав 50 мг, 250 мг таблетки","Abdominal effusion, Abdominal pain, Abnormal ultrasound finding, Death by euthanasia, Depression, Elevated alanine aminotransferase (ALT), Elevated blood urea nitrogen (BUN), Elevated creatinine, Elevated serum alkaline phosphatase (ALP), Elevated symmetrical dimethylarginine (SDMA), Hepatomegaly, Pleural effusion, Pyrexia, Vomiting",1,1,1
AUS-BIAHPV1P-22AU000741,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000036919&_xt=AER&_xf=pdf""> AER </a>",2022-08-01 00:00:00,Veterinarian,Australia,FEMALE,Dog,Collie - Border,Previcox 227 mg - Chewable tablet,"Hypokalaemia, Star-gazing",1,1,
AUS-BIAHPV1P-22AU001006,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000077576&_xt=AER&_xf=pdf""> AER </a>",2022-10-19 00:00:00,Other health care professional,Australia,MALE,Dog,Shepherd Dog - German,"BRONCHI-SHIELD, Previcox 227 mg - Chewable tablet, VERSICAN PLUS BB IN LYOPHILISAT ET SOLVANT POUR GOUTTES NASALES, SUSPENSION POUR CHIENS, Versican Plus Bb IN, Lyophilisat et solvant pour suspension nasale en gouttes, pour chiens","Bullae, Drooling, Fever, Hot spot (pyotraumatic dermatitis), Inappetence, Not drinking, Off colour, Panting, Restlessness, Sleep disturbance NOS, Tongue disorder NOS",1,1,
AUS-BIAHPV1P-22AU001131,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000090886&_xt=AER&_xf=pdf""> AER </a>",2022-11-17 00:00:00,Veterinarian,Australia,FEMALE,Dog,Shepherd Dog - Australian,Previcox 227 mg - Chewable tablet,"Abnormal movement NOS, Inappetence, Lack of response to owner, Panting, Shallow breathing, Unable to stand, Unsettled, Vomiting",1,1,
AUS-BIAHPV1P-22AU001173,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000100214&_xt=AER&_xf=pdf""> AER </a>",2022-12-06 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Unknown,Previcox 227 mg - Chewable tablet,"General illness, Vomiting",1,1,
AUS-BIAHPV1P-22AU001238,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000104790&_xt=AER&_xf=pdf""> AER </a>",2022-12-15 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Retriever - Golden,Previcox 227 mg - Chewable tablet,"Hypersalivation, Mouth ulcer, Tongue ulceration",1,1,
