Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AUS-MERCKMSD-2024-AU-01776,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000469434&_xt=AER&_xf=pdf""> AER </a>",2024-11-27 00:00:00,Other,Australia,MALE,Dog,Collie - Border,"Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats)",Lack of efficacy (ectoparasite) - tick NOS,1,1,
AUS-ZOETISPV-2023-AU-01282,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000289878&_xt=AER&_xf=pdf""> AER </a>",2024-01-03 00:00:00,Animal owner,Australia,FEMALE,Dog,Siberian Husky,"Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection, Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats)","Anxiety, Head shake - behavioural disorder, Musculoskeletal disorder NOS, Partial lack of efficacy, Vocalisation, Vomiting, Wobbliness",1,1,
AUS-ZOETISPV-2024-AU-00432,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000326337&_xt=AER&_xf=pdf""> AER </a>",2024-03-21 00:00:00,Other,Australia,MALE,Dog,"Bichon Frise, Dog (unknown)","Convenia 80 mg/ml  - Powder and solvent for solution for injection, Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats), Prevomax 10 mg/ml - Solution for injection, VERSICAN PLUS BB ORAL LYOPHILISAT AND SOLVENT FOR ORAL SUSPENSION FOR DOGS","Decreased appetite, Diarrhoea, Emesis (multiple), Injection site abscess, Injection site bleeding, Injection site mucopurulent discharge, Injection site pain, Injection site swelling, Injection site tenderness, Lethargy (see also Central nervous system depression in Neurological), Not himself/herself, Panting, Pyrexia, Restlessness, Sleep disturbance NOS",1,1,
AUS-ZZELANCO-AU2024_000267,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000330480&_xt=AER&_xf=pdf""> AER </a>",2024-03-27 00:00:00,Other,Australia,MIXED,Cat,Domestic Shorthair,Onsior 6 mg  - Tablet (cats),"Diarrhoea, Emesis (multiple), Inappetence, Inappropriate urination, Vomiting, Vomiting bile",4,4,
AUS-ZZELANCO-AU2024_000268,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000331400&_xt=AER&_xf=pdf""> AER </a>",2024-03-28 00:00:00,Other,Australia,MIXED,Cat,Domestic Shorthair,Onsior 6 mg  - Tablet (cats),"Diarrhoea, Ocular discharge, Vomiting",3,4,
AUS-ZZELANCO-AU2024_000269,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000331410&_xt=AER&_xf=pdf""> AER </a>",2024-03-28 00:00:00,Other,Australia,MIXED,Cat,Domestic Shorthair,Onsior 6 mg  - Tablet (cats),"Diarrhoea, Emesis (multiple), Vomiting, Vomiting bile",3,4,
AUS-ZZELANCO-AU2024_000443,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000377286&_xt=AER&_xf=pdf""> AER </a>",2024-06-17 00:00:00,Veterinarian,Australia,FEMALE,Dog,Retriever - Labrador,Onsior 40 mg  - Tablet (dogs),"Ataxia, Depression, Not eating",1,1,
AUS-ZZELANCO-AU2024_000463,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000377595&_xt=AER&_xf=pdf""> AER </a>",2024-06-17 00:00:00,Veterinarian,Australia,FEMALE,Dog,Beagle,"Galliprant 60 mg - Tablet, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats)","Eyelid inflammation, Facial swelling (see also Skin), Hives (see also Skin), Itching, Swollen muzzle",1,1,
AUS-ZZELANCO-AU2024_000488,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000386725&_xt=AER&_xf=pdf""> AER </a>",2024-07-02 00:00:00,Veterinarian,Australia,FEMALE,Cat,Domestic Shorthair,Onsior 40 mg  - Tablet (dogs),Emesis (multiple),1,1,
BEL-815DE0B6-LIV-2023-0057,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000308777&_xt=AER&_xf=pdf""> AER </a>",2024-02-14 00:00:00,Veterinarian,Belgium,MALE,Dog,Spaniel - King Charles Cavalier,"Onsior 20 mg  - Tablet (dogs), Ototop Ear Drops and Cutaneous Suspension for Dogs, Cats and Guinea Pigs",Deafness,1,1,
